Rsys	0.3920409172904362
VePref	0.1561094387064094
pulmOrifice_area	0.10559941973679735
PaPref	0.07755409977415627
a_ventricles	0.07366065144286912
Rpulm	0.06789150888945744
EDP_lv	0.06281228411469056
k_peri	0.060018039452423184
AoPref	0.0223253905181216
aortic_area	0.02060170396188068
perm50_V	0.014443100752202752
dr_V	0.010693306585412607
Tref_V	0.010308603099917917
ca50_V	0.009473723516513549
PCa_b	0.009393273583069219
TOT_A_V	0.00795141168737294
a_atria	0.005740404102612008
sysOrifice_area	0.00545912523593978
Tref_lvrv	0.005349588780336029
nperm_V	0.005219543294207804
Gncx_b	0.005127321411488047
phi	0.004243868099134471
TOT_A_A	0.0033255694493351607
trpnmax	0.0028651198043137052
maxTrpn	0.0025261122434655455
mu_V	0.0024297244731061327
kArt	0.002330319086605823
dr_A	0.0018990683826695352
mu_A	0.00183815279243206
g_CaL	0.0016861040813024258
Tref_A	0.0016648695326431818
AV_delay	0.0013358059414486263
wfrac_V	0.001228600083652913
tricuspid_area	0.0011242230909121807
ca50_A	0.0008410987438904122
CV_atria	0.0006365979597096788
ktm_unblock	0.0003032783046552897
CV_ventricles	0.0002278191227406037
TRPN_n_V	0.00018756927844271984
perm50_A	0.00010277834221355182
EDP_rv	9.755051889834404e-05
nperm_A	9.400864703717259e-05
wfrac_A	9.196770124894957e-05
TRPN_n_A	6.091406131257936e-05
mitral_area	5.707672441447107e-05
maxI_up	3.6473804590260975e-06
