dr_V	0.30300746390677147
Rpulm	0.25420315362575724
Tref_lvrv	0.1617052912154989
mu_V	0.15431735131581012
ktm_unblock	0.1024899894704562
wfrac_V	0.09262349867679782
Tref_V	0.04651034094304999
TOT_A_V	0.042342715321318225
Rsys	0.027434014784220948
VePref	0.027184367441251734
a_ventricles	0.020065544913270995
ca50_V	0.013379925138932262
trpnmax	0.013263019035095646
Gncx_b	0.011077483988367427
PCa_b	0.010361525453704635
AoPref	0.0074910066876068635
kArt	0.00696372555036503
k_peri	0.005080274337029135
EDP_lv	0.004417869240055905
PaPref	0.004028908800474072
CV_ventricles	0.004004990502847914
perm50_V	0.0037046010772302435
pulmOrifice_area	0.0032433722105127483
AV_delay	0.0025623813972411396
ca50_A	0.0017321222183785817
TRPN_n_V	0.0015727253727098331
sysOrifice_area	0.0013712730789548918
nperm_A	0.0010133778049196693
EDP_rv	0.0009381050455146463
tricuspid_area	0.0008754100801547225
g_CaL	0.0007211229863672839
dr_A	0.0006312389132518587
TRPN_n_A	0.0003588167987362059
nperm_V	0.00020160692549924146
aortic_area	0.0001501903385857325
perm50_A	0.00013373059529994026
mitral_area	9.97762213647151e-05
maxI_up	9.124521034889496e-05
TOT_A_A	8.141351449787697e-05
phi	6.500925680149489e-05
CV_atria	6.188981022315843e-05
a_atria	5.1214897897705855e-05
wfrac_A	4.7229706504446714e-05
maxTrpn	4.54812469693142e-05
mu_A	4.363792574499728e-05
Tref_A	1.0911425006240133e-05
