CV_ventricles	0.100728089932245	0.100728089932245
CV_atria	0.09392398486952122	0.19465207480176622
Rsys	0.0820881967623342	0.2767402715641004
PaPref	0.05223869298685721	0.32897896455095765
aortic_area	0.05002306669494689	0.37900203124590454
Rpulm	0.046202867146820925	0.42520489839272546
kArt	0.04218840560419515	0.4673933039969206
EDP_lv	0.03926073108886157	0.5066540350857821
k_peri	0.037166364241811294	0.5438203993275934
ca50_A	0.03672811951578503	0.5805485188433784
AV_delay	0.035195399668899056	0.6157439185122775
VePref	0.03143131145749279	0.6471752299697703
a_ventricles	0.02985846577030371	0.677033695740074
g_CaL	0.029692823817510417	0.7067265195575844
dr_V	0.02799654496585228	0.7347230645234366
perm50_A	0.024100654609532174	0.7588237191329688
a_atria	0.02223238749152576	0.7810561066244945
AoPref	0.019924839571792762	0.8009809461962873
Tref_lvrv	0.019765571823824237	0.8207465180201116
pulmOrifice_area	0.018345532007221124	0.8390920500273327
mu_V	0.017770886975540825	0.8568629370028735
TOT_A_V	0.015678965962925583	0.8725419029657991
maxTrpn	0.013279722444620966	0.8858216254104201
perm50_V	0.011855721567860208	0.8976773469782803
Tref_A	0.010014450499882277	0.9076917974781625
wfrac_V	0.00905310440861122	0.9167449018867737
sysOrifice_area	0.008299561773258355	0.925044463660032
dr_A	0.008153919360454995	0.933198383020487
ca50_V	0.007944697848399268	0.9411430808688862
TRPN_n_A	0.007288856431812646	0.9484319373006989
ktm_unblock	0.006964693197401074	0.9553966304981
EDP_rv	0.006003691698270017	0.96140032219637
TRPN_n_V	0.005463383318953119	0.9668637055153231
TOT_A_A	0.005187988319708425	0.9720516938350315
phi	0.0038274971639159676	0.9758791909989475
PCa_b	0.003344817346415482	0.9792240083453629
Tref_V	0.003090150459112133	0.982314158804475
trpnmax	0.002878582381549492	0.9851927411860245
mu_A	0.0028555151017856735	0.9880482562878102
nperm_A	0.0024091503174001974	0.9904574066052104
nperm_V	0.00230326116152133	0.9927606677667318
Gncx_b	0.002097773080872834	0.9948584408476047
maxI_up	0.0016603749898432907	0.996518815837448
tricuspid_area	0.001400156540221705	0.9979189723776697
wfrac_A	0.0011004610472186704	0.9990194334248883
mitral_area	0.0009805665751116282	0.9999999999999999
