VePref	0.3005351520000001
pulmOrifice_area	0.16960040899999998
PaPref	0.16320724900000005
Rsys	0.15028346799999967
AoPref	0.10710775200000007
Rpulm	0.08425650300000011
EDP_lv	0.05397240900000005
a_ventricles	0.04744632199999995
kArt	0.03780118399999999
aortic_area	0.03179305399999999
sysOrifice_area	0.024496122000000033
k_peri	0.0035171310000000028
Tref_lvrv	0.003404674000000001
a_atria	0.0019163770000000017
AV_delay	0.000775207
EDP_rv	0.000514693
maxTrpn	0.00034633000000000027
Tref_V	0.00029931
TOT_A_A	0.00028944499999999983
ca50_A	0.00027975600000000025
Tref_A	0.00021184299999999986
perm50_A	0.00019378299999999984
phi	0.00015496799999999998
TRPN_n_V	0.00015101099999999994
g_CaL	0.00014177399999999992
ktm_unblock	0.00013314700000000005
tricuspid_area	0.00012749200000000002
dr_A	9.2426e-05
CV_ventricles	9.185300000000002e-05
mu_A	8.540799999999992e-05
mitral_area	7.408600000000002e-05
maxI_up	6.458300000000003e-05
CV_atria	6.021299999999994e-05
TRPN_n_A	5.974099999999999e-05
trpnmax	5.253000000000004e-05
mu_V	4.856399999999997e-05
TOT_A_V	4.031800000000001e-05
nperm_A	3.918900000000001e-05
Gncx_b	3.8407000000000054e-05
dr_V	3.197900000000003e-05
nperm_V	2.471500000000002e-05
perm50_V	2.408900000000005e-05
wfrac_A	1.9820000000000007e-05
ca50_V	1.2835000000000007e-05
PCa_b	4.054999999999986e-06
wfrac_V	3.8069999999999836e-06
