Rsys	0.693957373742014
AoPref	0.040385609200468825
kArt	0.022594794056297156
Rpulm	0.022038799273523767
aortic_area	0.018495444388503895
VePref	0.015166268719789223
PaPref	0.010271378672575255
k_peri	0.006157939864256839
pulmOrifice_area	0.0059429664375707
ca50_V	0.00572499707456792
perm50_V	0.005482767196692608
Tref_V	0.005439377667387277
a_ventricles	0.0034262338997889294
Gncx_b	0.0029161562449462057
PCa_b	0.0025780838964421108
EDP_lv	0.001517542527274805
trpnmax	0.0013695023242349333
ca50_A	0.0013523944773526258
dr_V	0.0012173614540234555
TOT_A_V	0.0010192177911998253
g_CaL	0.0008661315405455945
sysOrifice_area	0.0008512905467585078
ktm_unblock	0.0008316028815831516
perm50_A	0.0006462960164220157
maxTrpn	0.0005934143847506916
Tref_lvrv	0.0005795676740328267
Tref_A	0.0004795746180647688
TRPN_n_A	0.0003993178262247365
mu_V	0.00033514359575800644
a_atria	0.00022708677427067168
nperm_V	0.00021318757978415863
tricuspid_area	0.00019605832932843135
AV_delay	0.00016835950200094145
CV_atria	0.00016601796804078007
mu_A	0.00011942451971360467
EDP_rv	0.0001133960751523474
nperm_A	0.00010048254654717269
maxI_up	7.53537954170415e-05
phi	6.217676274421545e-05
CV_ventricles	5.211537354466674e-05
wfrac_V	3.8077733739933776e-05
TOT_A_A	2.743821550061357e-05
TRPN_n_V	1.5697235234357925e-05
dr_A	1.108759472214333e-05
wfrac_A	9.647254051977386e-06
mitral_area	6.519785372598225e-06
